,id,host_id,host_name,room_type,disctricts,neighbourhoods,price,number_of_reviews,latitude,longitude,monument
16736,34808364,119441746,Pablo,Entire home/apt,Centro,Universidad,900,0,40.4237,-3.70633,Gran Vía
16737,34808705,262428861,Jorge,Private room,Villaverde,Los Angeles,92,1,40.35328,-3.69756,Puente de Toledo
16738,34808832,39209341,Esther,Entire home/apt,Centro,Embajadores,100,0,40.40881,-3.70703,Plaza Mayor
16739,34808834,253407877,Adoorable,Entire home/apt,Centro,Embajadores,105,5,40.4127,-3.70213,Barrio de Las Letras
16740,34809829,262439101,Laura,Entire home/apt,San Blas - Canillejas,Hellín,50,0,40.42955,-3.62069,Calle de Alcalá
16741,34810067,64323281,Carlos,Private room,Retiro,NiÃ±o Jesús,125,1,40.41256,-3.66983,Palacio De Cristal
16742,34810084,56827812,Thomas,Private room,Centro,Universidad,150,0,40.42466,-3.70653,Malasaña
16743,34810132,177561604,Juan Y Mari,Entire home/apt,Arganzuela,Chopera,118,0,40.39553,-3.69849,Puente de Toledo
16744,34810158,69095745,Elise,Entire home/apt,Salamanca,Guindalera,300,0,40.4295,-3.66595,Barrio de Salamanca
16745,34810205,27369448,Eva,Private room,Carabanchel,Puerta Bonita,70,1,40.38632,-3.72986,Puente de Toledo
16746,34810971,46753958,Carlos,Private room,Hortaleza,Apostol Santiago,600,0,40.47773,-3.6591,Estadio Santiago Bernabéu
16747,34811052,262446706,Gabriel,Private room,Centro,Cortes,900,0,40.41422,-3.69771,Barrio de Las Letras
16748,34811354,258973981,Merche,Private room,Arganzuela,Delicias,105,1,40.39519,-3.68816,Paseo del Prado
16749,34811657,19508217,Almudena,Private room,Chamartín,Ciudad Jardín,30,0,40.4452,-3.67518,Estadio Santiago Bernabéu
16750,34811705,250917297,Ashley,Private room,Carabanchel,San Isidro,380,0,40.39807,-3.71972,Puente de Toledo
16751,34812107,183676639,Zoilo,Entire home/apt,Salamanca,Goya,70,15,40.42594,-3.67759,Barrio de Salamanca
16752,34812275,182978530,Amparo,Private room,Arganzuela,Palos de Moguer,500,0,40.40228,-3.69776,Paseo del Prado
16753,34812467,262456749,Gloria,Private room,San Blas - Canillejas,Rosas,500,0,40.42882,-3.60037,Calle de Alcalá
16754,34812752,123535000,Miguel Angel,Private room,Hortaleza,Valdefuentes,800,0,40.49453,-3.65252,Estadio Santiago Bernabéu
16755,34812755,262459653,Pablo,Private room,San Blas - Canillejas,Rejas,75,0,40.4463,-3.57096,Calle de Alcalá
16756,34813045,1930741,Nacho,Entire home/apt,Centro,Embajadores,100,0,40.41069,-3.69906,Barrio de Las Letras
16757,34813059,14759814,Diego,Private room,Centro,Justicia,124,2,40.42002,-3.69758,Edificio Metrópolis
16758,34813103,142837429,Paula Julia,Private room,Salamanca,Goya,190,0,40.42786,-3.67086,Barrio de Salamanca
16759,34813213,42452484,Victor,Entire home/apt,Carabanchel,Comillas,250,1,40.39151,-3.71201,Puente de Toledo
16760,34813309,241652103,Hunaida,Entire home/apt,Centro,Universidad,43,1,40.42708,-3.71107,Museo Cerralbo
16761,34813379,44371987,Andres,Entire home/apt,San Blas - Canillejas,Simancas,1200,0,40.43874,-3.61787,Calle de Alcalá
16762,34813683,142837429,Paula Julia,Private room,Salamanca,Guindalera,690,0,40.4312,-3.66461,Barrio de Salamanca
16763,34814257,262469807,Sergio,Private room,San Blas - Canillejas,Rosas,750,0,40.43352,-3.60954,Calle de Alcalá
16764,34814278,61249933,Rafael,Entire home/apt,Chamberí,Almagro,120,0,40.4363,-3.69892,Malasaña
16765,34814968,79266023,Alberto,Entire home/apt,San Blas - Canillejas,Simancas,90,6,40.43917,-3.62372,Calle de Alcalá
16766,34815181,85038486,David,Private room,Arganzuela,Imperial,160,0,40.40809,-3.71891,Cripta de la Almudena
16767,34815742,18792415,Yolanda,Entire home/apt,Puente de Vallecas,Numancia,45,17,40.39729,-3.66643,Palacio De Cristal
16768,34815885,27369448,Eva,Private room,Carabanchel,Puerta Bonita,100,1,40.38516,-3.73073,La Latina
16769,34815926,36717314,Samuel,Entire home/apt,Puente de Vallecas,San Diego,83,0,40.38568,-3.66974,Paseo del Prado
16770,34816263,33678575,Beatriz,Entire home/apt,Centro,Universidad,450,1,40.42399,-3.70107,Malasaña
16771,34816588,50838254,Ana Belen,Shared room,Centro,Embajadores,453,0,40.4117,-3.70614,Plaza Mayor
16772,34816749,31393625,CristÃ³bal,Private room,Hortaleza,Piovera,200,0,40.45285,-3.64229,Calle de Alcalá
16773,34817797,262497570,Marco,Private room,Arganzuela,Acacias,200,1,40.40323,-3.70529,Puente de Toledo
16774,34821495,37115766,Jaime,Entire home/apt,Chamberí,Rios Rosas,215,3,40.44162,-3.69313,Estadio Santiago Bernabéu
16775,34822143,262397976,Jorge,Entire home/apt,Chamberí,Vallehermoso,120,0,40.44453,-3.70393,Estadio Santiago Bernabéu
16776,34823431,78743106,Sergio,Entire home/apt,Carabanchel,OpaÃ±el,750,0,40.39049,-3.72686,Puente de Toledo
16777,34823578,262539665,Jose,Private room,Arganzuela,Chopera,650,0,40.39691,-3.69836,Puente de Toledo
16778,34823752,51939140,Albino,Entire home/apt,Chamberí,Trafalgar,600,0,40.4352,-3.70337,Malasaña
16779,34824402,35499490,Jose Manuel,Private room,Hortaleza,Pinar del Rey,600,0,40.47528,-3.64003,Calle de Alcalá
16780,34824697,205643439,Sky,Entire home/apt,Arganzuela,Palos de Moguer,980,1,40.40209,-3.69194,Paseo del Prado
16781,34825565,129391118,Henar,Entire home/apt,Centro,Embajadores,110,6,40.40926,-3.7096,Plaza Mayor
16782,34825572,51939140,Albino,Entire home/apt,Arganzuela,Legazpi,41,5,40.39116,-3.69406,Paseo del Prado
16783,34825950,213490368,Paulina,Private room,Vicálvaro,Ambroz,200,0,40.407,-3.6079,Calle de Alcalá
16784,34826923,148611673,Esperanza,Entire home/apt,Salamanca,Castellana,100,0,40.4368,-3.68073,Barrio de Salamanca
16785,34826962,222068421,Kevin,Private room,San Blas - Canillejas,Arcos,3000,0,40.41734,-3.61451,Calle de Alcalá
16786,34827301,28787119,Jose,Private room,Latina,Campamento,300,0,40.37921,-3.795,La Latina
16787,34827304,72487859,Maria,Entire home/apt,Villa de Vallecas,Casco Histórico de Vallecas,65,13,40.37386,-3.61677,Palacio De Cristal
16788,34827379,170560419,David,Private room,Salamanca,Recoletos,70,3,40.4272,-3.68333,Fundación Mapfre Recoletos
16789,34827822,37648361,Chris,Shared room,Usera,Moscardó,79,0,40.38942,-3.70338,Puente de Toledo
16790,34828956,129188796,Chunmei,Private room,Centro,Cortes,45,0,40.41515,-3.69639,Barrio de Las Letras
16791,34829504,63650723,Jose Ivan,Entire home/apt,Hortaleza,Valdefuentes,700,0,40.48237,-3.63282,Calle de Alcalá
16792,34829623,129188796,Chunmei,Private room,Centro,Cortes,49,0,40.41599,-3.69462,Edificio Metrópolis
16793,34829685,243901313,Juana Y Miguel A.,Entire home/apt,Moratalaz,Vinateros,58,5,40.40535,-3.64324,Barrio de Salamanca
16794,34829806,2036031,Jessy,Private room,Centro,Embajadores,200,0,40.4069,-3.70027,Paseo del Prado
16795,34830222,131039060,Eva,Private room,Villa de Vallecas,Casco Histórico de Vallecas,1500,1,40.37904,-3.61767,Palacio De Cristal
16796,34831308,123912587,Jorge,Entire home/apt,Hortaleza,Palomas,1000,0,40.455,-3.62053,Calle de Alcalá
16797,34831567,241509716,Francisco,Private room,Retiro,Ibiza,49,1,40.42049,-3.67556,Monumento a Alfonso XII
16798,34831931,17795736,Silvia,Entire home/apt,Chamartín,El Viso,253,0,40.44276,-3.68046,Estadio Santiago Bernabéu
16799,34832363,8039831,Elena,Entire home/apt,Hortaleza,Valdefuentes,550,0,40.48779,-3.64767,Estadio Santiago Bernabéu
16800,34833275,262601105,Jovana,Private room,Usera,Moscardó,40,2,40.38706,-3.71296,Puente de Toledo
16801,34833300,262601128,Eva,Private room,Moncloa - Aravaca,Casa de Campo,300,0,40.42238,-3.72304,Ermita De San António De La Florida
16802,34833756,29628177,Carolina,Private room,San Blas - Canillejas,Rosas,2700,0,40.42454,-3.60458,Calle de Alcalá
16803,34834057,58411653,Philippe,Private room,Salamanca,Castellana,50,1,40.43544,-3.68532,Fundación Mapfre Recoletos
16804,34834298,58476945,Julia,Private room,Chamberí,Almagro,259,0,40.43023,-3.69601,Malasaña
16805,34834376,135966358,Katiuska,Entire home/apt,Fuencarral - El Pardo,Valverde,50,2,40.48555,-3.6903,Estadio Santiago Bernabéu
16806,34834615,21365990,Pablo,Private room,Tetuán,Cuatro Caminos,49,1,40.44689,-3.69677,Estadio Santiago Bernabéu
16807,34834693,53045520,Ainoa,Private room,Moncloa - Aravaca,Valdezarza,95,0,40.46665,-3.71481,Estadio Santiago Bernabéu
16808,34834728,262604209,Dunia,Private room,Moncloa - Aravaca,Valdezarza,250,0,40.46672,-3.71683,Estadio Santiago Bernabéu
16809,34835028,244500716,Rick,Private room,Usera,Moscardó,35,1,40.38597,-3.7059,Puente de Toledo
16810,34835033,90261732,Denis,Private room,Latina,Puerta del Angel,35,3,40.41082,-3.72534,Cripta de la Almudena
16811,34835151,12030420,Ignacio & Diego MyCityHome,Entire home/apt,Chamberí,Arapiles,49,1,40.43166,-3.70682,Malasaña
16812,34835288,17713590,Cristina,Entire home/apt,Centro,Justicia,700,0,40.42394,-3.6995,Malasaña
16813,34835556,262617328,Maria Del Mar,Private room,Tetuán,Castillejos,650,0,40.45724,-3.69759,Estadio Santiago Bernabéu
16814,34835777,261729408,Vanessa,Shared room,Ciudad Lineal,Ventas,38,1,40.42299,-3.65335,Barrio de Salamanca
16815,34835986,23852202,Alba,Entire home/apt,Centro,Embajadores,500,0,40.40755,-3.7082,Plaza Mayor
16816,34836061,36285203,Sonia,Private room,Hortaleza,Valdefuentes,100,0,40.48106,-3.63537,Calle de Alcalá
16817,34836238,262622230,Carlota,Entire home/apt,San Blas - Canillejas,Canillejas,3000,0,40.4395,-3.61223,Calle de Alcalá
16818,34836774,5721123,Veronica,Entire home/apt,Salamanca,Recoletos,2200,0,40.42189,-3.68751,Puerta de Alcalá
16819,34836784,129188796,Chunmei,Private room,Usera,Almendrales,28,0,40.38422,-3.70522,Puente de Toledo
16820,34836873,130100816,Santi,Entire home/apt,Usera,Pradolongo,110,1,40.38013,-3.70703,Puente de Toledo
16821,34836897,29357490,Martina,Entire home/apt,Salamanca,Guindalera,65,6,40.43559,-3.66673,Barrio de Salamanca
16822,34836918,36285203,Sonia,Private room,Hortaleza,Valdefuentes,100,1,40.48095,-3.6348,Calle de Alcalá
16823,34837332,91979004,Lydia,Private room,Ciudad Lineal,Pueblo Nuevo,27,15,40.43548,-3.63984,Calle de Alcalá
16824,34837710,36199851,Iciar,Private room,Usera,Zofío,28,2,40.38359,-3.71664,Puente de Toledo
16825,34837964,4760483,Sergio,Private room,Centro,Palacio,22,8,40.40907,-3.71061,Plaza Mayor
16826,34837987,3360175,Cornelia,Private room,San Blas - Canillejas,Rosas,185,1,40.43196,-3.60539,Calle de Alcalá
16827,34838238,95742883,Miguela,Private room,Carabanchel,Vista Alegre,30,3,40.38677,-3.74617,La Latina
16828,34838338,262639230,Samuel,Entire home/apt,San Blas - Canillejas,Rosas,4000,0,40.43424,-3.60666,Calle de Alcalá
16829,34838451,190110948,Javier,Private room,Vicálvaro,Casco HistÃ³rico de Vicálvaro,550,0,40.40468,-3.60152,Calle de Alcalá
16830,34838582,111635029,Stephany Dahil,Entire home/apt,Centro,Embajadores,55,4,40.40999,-3.70221,Barrio de Las Letras
16831,34838743,93881967,Elizabeht,Entire home/apt,Centro,Justicia,55,18,40.42635,-3.69945,Malasaña
16832,34839006,31482186,Patricia,Private room,San Blas - Canillejas,Canillejas,300,0,40.43502,-3.61093,Calle de Alcalá
16833,34839713,4172907,Mireia,Private room,Centro,Embajadores,127,0,40.41188,-3.70722,Plaza Mayor
16834,34839756,262650014,Ivan Y Nilda,Private room,Usera,Pradolongo,34,5,40.37935,-3.70618,Puente de Toledo
16835,34839817,262635635,Marta,Entire home/apt,Centro,Embajadores,60,17,40.40924,-3.70969,Plaza Mayor
16836,34848297,262719085,Ana BelÃ©n,Private room,Hortaleza,Valdefuentes,150,1,40.49673,-3.65586,Estadio Santiago Bernabéu
16837,34848605,49548233,Eduardo,Entire home/apt,Chamberí,Trafalgar,400,0,40.43032,-3.70142,Malasaña
16838,34848772,262724610,Minerva,Entire home/apt,Centro,Sol,100,4,40.4167,-3.70569,Casa de la Panaderia
16839,34848997,71828209,Felipe,Private room,Centro,Palacio,50,1,40.42259,-3.71045,Museo Cerralbo
16840,34849067,257493049,Ioia,Entire home/apt,Villa de Vallecas,Casco Histórico de Vallecas,110,9,40.37595,-3.62531,Palacio De Cristal
16841,34849189,67289323,Edid,Private room,San Blas - Canillejas,Simancas,500,0,40.43543,-3.61731,Calle de Alcalá
16842,34849456,45297381,Mario,Private room,Salamanca,Goya,499,0,40.42736,-3.67114,Barrio de Salamanca
16843,34849494,52079659,Marcos,Entire home/apt,Centro,Universidad,200,1,40.42404,-3.70292,Malasaña
16844,34849690,596469,Gabriel Avalos,Entire home/apt,Chamberí,Almagro,130,1,40.43449,-3.69313,Malasaña
16845,34849924,70487059,Martin,Private room,Tetuán,Cuatro Caminos,40,4,40.45412,-3.6959,Estadio Santiago Bernabéu
16846,34850347,144168335,Luis,Private room,Chamberí,Arapiles,250,0,40.43203,-3.71059,Malasaña
16847,34850378,119953633,Alberto,Private room,Latina,Puerta del Angel,22,1,40.40982,-3.73088,La Latina
16848,34850645,258973981,Merche,Entire home/apt,Arganzuela,Delicias,170,2,40.39471,-3.69113,Paseo del Prado
16849,34851151,243607976,Carlota,Private room,Hortaleza,Palomas,300,0,40.45202,-3.61031,Calle de Alcalá
16850,34851475,148752504,Cristina,Private room,Retiro,Adelfas,18,13,40.39818,-3.67125,Palacio De Cristal
16851,34851566,262742268,Karina,Private room,Latina,Aguilas,38,0,40.37832,-3.77757,La Latina
16852,34851597,1182260,Paulinha,Entire home/apt,Chamberí,Trafalgar,182,1,40.43314,-3.7039,Malasaña
16853,34851930,106745942,Alaia,Entire home/apt,Centro,Justicia,9999,2,40.42555,-3.7002,Malasaña
16854,34852152,182670994,Annette,Private room,San Blas - Canillejas,Amposta,195,0,40.4285,-3.61518,Calle de Alcalá
16855,34852480,262747757,Oskar,Private room,Centro,Embajadores,31,6,40.40733,-3.70282,Barrio de Las Letras
16856,34852518,27990051,Inmaculada,Private room,Chamberí,Trafalgar,800,0,40.43448,-3.70368,Malasaña
16857,34853318,24569701,Eva Martha,Private room,Arganzuela,Delicias,27,0,40.39947,-3.69462,Paseo del Prado
16858,34853494,138386291,Jose,Private room,Arganzuela,Acacias,280,0,40.40234,-3.70203,Puente de Toledo
16859,34853523,262756041,Arturo,Private room,Tetuán,Cuatro Caminos,400,0,40.44748,-3.70213,Estadio Santiago Bernabéu
16860,34853979,262545257,Nestor,Shared room,Carabanchel,Buenavista,20,2,40.37255,-3.7497,La Latina
16861,34854208,262760205,Margarita,Entire home/apt,Puente de Vallecas,Palomeras Sureste,1100,0,40.38689,-3.64294,Palacio De Cristal
16862,34854298,262761171,Ignacio,Private room,Fuencarral - El Pardo,Valverde,500,0,40.50952,-3.66548,Estadio Santiago Bernabéu
16863,34854567,261344216,Manuel,Private room,Moncloa - Aravaca,Argüelles,900,0,40.4297,-3.71963,Templo de Debod
16864,34855273,262768597,Beatriz,Private room,Fuencarral - El Pardo,PeÃ±agrande,300,0,40.47666,-3.72729,Estadio Santiago Bernabéu
16865,34855415,262769746,Miriam,Private room,Usera,Pradolongo,200,1,40.38201,-3.70954,Puente de Toledo
16866,34856051,262774081,Carlos,Private room,San Blas - Canillejas,Canillejas,450,0,40.4462,-3.6147,Calle de Alcalá
16867,34856359,223382750,Sergio,Private room,Tetuán,Cuatro Caminos,1000,0,40.44765,-3.69825,Estadio Santiago Bernabéu
16868,34856493,133523578,Miguel,Private room,San Blas - Canillejas,Simancas,90,0,40.43371,-3.62591,Calle de Alcalá
16869,34857325,66627581,Javi,Entire home/apt,Arganzuela,Delicias,70,23,40.39341,-3.69296,Paseo del Prado
16870,34857563,239732634,Vasyl,Entire home/apt,Chamartín,Castilla,110,0,40.46918,-3.68666,Estadio Santiago Bernabéu
16871,34858408,26648870,Luis,Private room,Salamanca,Guindalera,168,0,40.43868,-3.66192,Barrio de Salamanca
16872,34858758,64323281,Carlos,Private room,Retiro,NiÃ±o Jesús,125,1,40.41458,-3.66965,Palacio De Cristal
16873,34858973,13992061,Gabriela,Private room,Centro,Universidad,42,4,40.42076,-3.70242,Gran Vía
16874,34859344,262798818,Angela,Private room,Puente de Vallecas,Portazgo,300,0,40.39144,-3.65058,Palacio De Cristal
16875,34859392,156013636,Estela,Private room,Villa de Vallecas,Casco Histórico de Vallecas,60,1,40.37372,-3.6305,Palacio De Cristal
16876,34859398,19082655,Jorge,Entire home/apt,Chamartín,Prosperidad,115,0,40.44081,-3.67266,Barrio de Salamanca
16877,34859675,133523578,Miguel,Private room,Ciudad Lineal,Pueblo Nuevo,90,1,40.42844,-3.63299,Calle de Alcalá
16878,34859973,262651063,Susana,Private room,Fuencarral - El Pardo,Valverde,600,0,40.50586,-3.67899,Estadio Santiago Bernabéu
16879,34860098,262630014,Cybell,Private room,Chamartín,El Viso,550,0,40.44471,-3.68163,Estadio Santiago Bernabéu
16880,34860299,262630014,Cybell,Private room,Chamartín,El Viso,180,0,40.44368,-3.68007,Estadio Santiago Bernabéu
16881,34860452,262630014,Cybell,Private room,Chamartín,El Viso,400,0,40.44367,-3.68023,Estadio Santiago Bernabéu
16882,34860454,262807103,Pablo,Private room,Salamanca,Castellana,1500,0,40.43621,-3.68394,Barrio de Salamanca
16883,34860516,71602,Alberto,Private room,Chamberí,Gaztambide,375,0,40.43555,-3.71431,Malasaña
16884,34861006,52522847,Alexis,Entire home/apt,Centro,Sol,225,0,40.41809,-3.70819,Casa de la Panaderia
16885,34861158,191312582,Hossein,Private room,Usera,San Fermín,29,2,40.37813,-3.69029,Puente de Toledo
16886,34861265,21457188,FranÃ§oise,Private room,Hortaleza,Canillas,300,0,40.4628,-3.63816,Calle de Alcalá
16887,34861287,188633711,Maria,Private room,Tetuán,Almenara,200,1,40.46914,-3.69088,Estadio Santiago Bernabéu
16888,34861366,127934473,Edyta,Entire home/apt,Tetuán,Berruguete,46,4,40.46324,-3.706,Estadio Santiago Bernabéu
16889,34861739,262816941,Eduardo,Private room,Fuencarral - El Pardo,Pilar,175,1,40.47325,-3.70937,Estadio Santiago Bernabéu
16890,34861975,139486802,Yorsath,Private room,San Blas - Canillejas,Rosas,400,0,40.42893,-3.60723,Calle de Alcalá
16891,34862031,262820093,Paloma,Private room,San Blas - Canillejas,Rosas,800,0,40.42364,-3.60125,Calle de Alcalá
16892,34862268,262822043,AdriÃ¡n,Private room,Retiro,NiÃ±o Jesús,20,48,40.41599,-3.67432,Palacio De Cristal
16893,34862450,79853639,Julio,Entire home/apt,Chamberí,Trafalgar,70,12,40.43139,-3.70243,Malasaña
16894,34862864,262827343,Pablo,Private room,Arganzuela,Legazpi,50,0,40.3874,-3.69494,Puente de Toledo
16895,34862871,101094900,Hannah,Private room,Fuencarral - El Pardo,Pilar,300,0,40.47337,-3.70838,Estadio Santiago Bernabéu
16896,34862952,19903590,FÃ©lix,Entire home/apt,Tetuán,Almenara,70,0,40.47232,-3.69133,Estadio Santiago Bernabéu
16897,34862965,186492756,Ina And Nica,Private room,Latina,Lucero,18,37,40.40586,-3.749,La Latina
16898,34863094,262828307,Beatriz,Private room,Moncloa - Aravaca,Ciudad Universitaria,2000,0,40.44821,-3.71123,Estadio Santiago Bernabéu
16899,34863296,122039259,Miguel,Private room,Arganzuela,Acacias,450,0,40.4007,-3.70172,Puente de Toledo
16900,34863650,147393594,Pabla,Private room,Centro,Embajadores,200,0,40.41043,-3.70518,Plaza Mayor
16901,34863674,156284389,Alina,Private room,Chamberí,Rios Rosas,120,2,40.44496,-3.69588,Estadio Santiago Bernabéu
16902,34863768,4644809,Michelle,Entire home/apt,Chamartín,El Viso,500,0,40.44149,-3.6813,Estadio Santiago Bernabéu
16903,34863822,58449764,Esther,Entire home/apt,Arganzuela,Delicias,65,9,40.40036,-3.69531,Paseo del Prado
16904,34863945,13011948,Mikel,Entire home/apt,Tetuán,Bellas Vistas,350,0,40.44813,-3.70394,Estadio Santiago Bernabéu
16905,34864380,262827343,Pablo,Private room,Arganzuela,Legazpi,30,0,40.38779,-3.69407,Puente de Toledo
16906,34864495,262841111,Alejandro,Private room,San Blas - Canillejas,Rosas,750,0,40.42832,-3.59973,Calle de Alcalá
16907,34865315,130067203,Doris,Private room,Usera,San Fermín,17,7,40.37596,-3.68893,Puente de Toledo
16908,34865525,262849903,Carolina,Private room,Arganzuela,Palos de Moguer,400,0,40.40496,-3.70087,Paseo del Prado
16909,34865649,262845711,Marisa,Private room,Latina,Aluche,100,0,40.39729,-3.76193,La Latina
16910,34865831,145807000,Javier,Private room,San Blas - Canillejas,Rosas,75,0,40.42345,-3.60827,Calle de Alcalá
16911,34867325,29820800,Pilar,Private room,Ciudad Lineal,Ventas,45,0,40.42997,-3.64865,Barrio de Salamanca
16912,34872400,238897443,Armishan,Private room,Tetuán,Valdeacederas,20,1,40.46495,-3.69528,Estadio Santiago Bernabéu
16913,34875033,39967346,Josie,Private room,Centro,Universidad,200,0,40.42369,-3.70503,Malasaña
16914,34875511,1305190,Catherine,Shared room,Fuencarral - El Pardo,PeÃ±agrande,80,1,40.47931,-3.72744,Estadio Santiago Bernabéu
16915,34876164,54321295,Simon,Entire home/apt,Centro,Embajadores,750,0,40.41121,-3.70284,Barrio de Las Letras
16916,34876208,134904524,Arturo,Entire home/apt,Centro,Embajadores,49,2,40.40652,-3.70224,Paseo del Prado
16917,34877324,262928217,Salome,Shared room,Usera,Pradolongo,30,9,40.38471,-3.70891,Puente de Toledo
16918,34877573,262926744,Yanina,Private room,Chamberí,Rios Rosas,50,0,40.43896,-3.69623,Malasaña
16919,34877853,1796512,Sergio,Entire home/apt,Arganzuela,Imperial,90,2,40.41178,-3.71939,Cripta de la Almudena
16920,34878236,35439063,CristÃ³bal,Entire home/apt,Retiro,NiÃ±o Jesús,250,6,40.40957,-3.67304,Palacio De Cristal
16921,34878466,54536473,Rafael,Entire home/apt,Retiro,Ibiza,105,15,40.42072,-3.67841,Monumento a Alfonso XII
16922,34878701,8565104,Gabriela,Entire home/apt,San Blas - Canillejas,Simancas,600,0,40.43738,-3.62492,Calle de Alcalá
16923,34880058,23582211,Gretchen,Entire home/apt,Usera,Almendrales,100,5,40.38562,-3.7019,Puente de Toledo
16924,34880590,221806993,Paulina,Private room,Centro,Universidad,150,0,40.42442,-3.70488,Malasaña
16925,34881017,32407259,Barbara,Private room,Ciudad Lineal,Concepción,530,0,40.43809,-3.65097,Barrio de Salamanca
16926,34881176,184235800,Adrian,Private room,San Blas - Canillejas,Rosas,420,0,40.42896,-3.60307,Calle de Alcalá
16927,34881336,40289514,Cristina,Entire home/apt,Arganzuela,Imperial,50,3,40.40618,-3.71233,Puente de Toledo
16928,34881980,262947907,Sergio,Entire home/apt,Centro,Palacio,200,1,40.42248,-3.71057,Museo Cerralbo
16929,34882596,38951538,Julia,Private room,San Blas - Canillejas,Arcos,1500,0,40.42125,-3.61463,Calle de Alcalá
16930,34882874,93490586,Juan,Entire home/apt,Tetuán,Berruguete,350,0,40.45781,-3.70923,Estadio Santiago Bernabéu
16931,34883067,32407259,Barbara,Private room,Ciudad Lineal,Concepción,240,0,40.43743,-3.65049,Barrio de Salamanca
16932,34883962,123175066,Maria Jesus,Private room,Centro,Universidad,150,0,40.42448,-3.70929,Museo Cerralbo
16933,34884157,9885245,My Mad Madrid,Entire home/apt,Chamartín,Castilla,60,7,40.46876,-3.68691,Estadio Santiago Bernabéu
16934,34884199,123175066,Maria Jesus,Private room,Centro,Universidad,150,0,40.42315,-3.70933,Gran Vía
16935,34884272,262959375,Adriana,Shared room,San Blas - Canillejas,Canillejas,600,0,40.4409,-3.61119,Calle de Alcalá
16936,34884511,30946597,Ghali,Entire home/apt,Chamartín,Prosperidad,120,0,40.44075,-3.67427,Barrio de Salamanca
16937,34884558,90441086,Pamella,Private room,Arganzuela,Chopera,22,11,40.39439,-3.69504,Paseo del Prado
16938,34885020,91630610,Nico,Entire home/apt,Centro,Universidad,930,0,40.42721,-3.7069,Malasaña
16939,34885835,261743586,Isabel,Private room,Arganzuela,Delicias,490,0,40.39456,-3.68972,Paseo del Prado
16940,34886036,262966804,Ivana,Private room,San Blas - Canillejas,Simancas,500,0,40.43683,-3.63415,Calle de Alcalá
16941,34886150,10318237,Kike,Entire home/apt,Tetuán,Castillejos,290,6,40.45836,-3.6955,Estadio Santiago Bernabéu
16942,34886203,223399163,Nacho,Entire home/apt,Centro,Justicia,400,0,40.42133,-3.69755,Edificio Metrópolis
16943,34886313,74099424,Romina,Entire home/apt,Latina,Puerta del Angel,50,10,40.40866,-3.73882,La Latina
16944,34887508,159832476,Angi,Private room,Usera,Moscardó,23,9,40.38588,-3.71247,Puente de Toledo
16945,34888058,261743586,Isabel,Private room,Arganzuela,Delicias,340,0,40.39464,-3.68958,Paseo del Prado
16946,34888075,197653594,Yazmin,Private room,Carabanchel,Puerta Bonita,55,0,40.38292,-3.74154,La Latina
16947,34888195,179613546,Daniel,Private room,Centro,Universidad,175,0,40.42524,-3.70551,Malasaña
16948,34888290,262954257,Pat Inversiones,Entire home/apt,Chamberí,Trafalgar,100,4,40.43187,-3.69809,Malasaña
16949,34888354,261743586,Isabel,Private room,Arganzuela,Delicias,340,0,40.39524,-3.68916,Paseo del Prado
16950,34888397,171926345,AlejandraSH,Entire home/apt,Chamartín,El Viso,70,0,40.44398,-3.67882,Estadio Santiago Bernabéu
16951,34888627,20347456,Brenda,Private room,Salamanca,Fuente del Berro,35,27,40.42398,-3.66843,Barrio de Salamanca
16952,34889475,52332652,Elena,Private room,Chamberí,Rios Rosas,300,0,40.44009,-3.69803,Malasaña
16953,34889670,262986281,Juan Jose,Entire home/apt,Centro,Justicia,69,3,40.42108,-3.70069,Edificio Metrópolis
16954,34889868,134265466,Yohan,Private room,Hortaleza,Apostol Santiago,42,2,40.47915,-3.65864,Estadio Santiago Bernabéu
16955,34889952,262418161,Maria,Entire home/apt,Centro,Sol,100,2,40.41651,-3.70317,Barrio de Las Letras
16956,34890535,15649076,Gonzalo,Entire home/apt,Chamartín,Nueva EspaÃ±a,678,0,40.46078,-3.68618,Estadio Santiago Bernabéu
16957,34891341,4206704,Pepin,Entire home/apt,Salamanca,Guindalera,65,2,40.43738,-3.67585,Barrio de Salamanca
16958,34891406,127066055,Ignacio,Private room,Salamanca,Recoletos,90,10,40.42151,-3.68585,Puerta de Alcalá
16959,34892404,263000937,Miguel,Private room,San Blas - Canillejas,Rosas,300,0,40.42734,-3.60362,Calle de Alcalá
16960,34893384,68568762,Eva,Entire home/apt,Hortaleza,Valdefuentes,519,0,40.47751,-3.62985,Calle de Alcalá
16961,34893474,119646015,Melissa,Private room,Chamartín,Nueva EspaÃ±a,65,4,40.4605,-3.68481,Estadio Santiago Bernabéu
16962,34893706,203259897,Olga,Private room,Moratalaz,Fontarrón,150,1,40.4037,-3.64783,Palacio De Cristal
16963,34894413,24252946,Alain,Entire home/apt,Arganzuela,Palos de Moguer,50,13,40.40548,-3.70004,Paseo del Prado
16964,34894465,194270042,Vicente,Private room,Ciudad Lineal,Colina,159,1,40.45827,-3.66039,Estadio Santiago Bernabéu
16965,34894634,2314428,Tamara,Private room,Ciudad Lineal,Quintana,120,0,40.4369,-3.64617,Calle de Alcalá
